char,level,tgh_index,pinyin
萜,2,4754,tiē
萸,2,4755,yú
萑,2,4756,huán
棻,2,4757,fēn
菔,2,4758,fú
菟,2,4759,tù
萏,2,4760,dàn
萃,2,4761,cuì
菏,2,4762,hé
菹,2,4763,zū
菪,2,4764,dàng
菅,2,4765,jiān
菀,2,4766,wǎn
萦,2,4767,yíng
菰,2,4768,gū
菡,2,4769,hàn
梵,2,4770,fàn
梿,2,4771,lián
梏,2,4772,gù
觋,2,4773,xí
桴,2,4774,fú
桷,2,4775,jué
梓,2,4776,zǐ
棁,2,4777,zhuō
桫,2,4778,suō
棂,2,4779,líng
啬,2,4780,sè
郾,2,4781,yǎn
匮,2,4782,kuì
敕,2,4783,chì
豉,2,4784,chǐ
鄄,2,4785,juàn
酞,2,4786,tài
酚,2,4787,fēn
戛,2,4788,gā jiá
硎,2,4789,xíng
硭,2,4790,máng
硒,2,4791,xī
硖,2,4792,xiá
硗,2,4793,qiāo
硐,2,4794,dòng
硇,2,4795,náo
硌,2,4796,gè
鸸,2,4797,ér
瓠,2,4798,hù
匏,2,4799,páo
厩,2,4800,jiù
龚,2,4801,gōng
殒,2,4802,yǔn
殓,2,4803,liàn
殍,2,4804,piǎo
赉,2,4805,lài
雩,2,4806,yú
辄,2,4807,zhé
堑,2,4808,qiàn
眭,2,4809,suī
眦,2,4810,zì
啧,2,4811,zé
晡,2,4812,bū
晤,2,4813,wù
眺,2,4814,tiào
眵,2,4815,chī
眸,2,4816,móu
圊,2,4817,qīng
喏,2,4818,nuò
喵,2,4819,miāo
啉,2,4820,lín
勖,2,4821,xù
晞,2,4822,xī
唵,2,4823,ǎn
晗,2,4824,hán
冕,2,4825,miǎn
啭,2,4826,zhuàn
畦,2,4827,qí
趺,2,4828,fū
啮,2,4829,niè
跄,2,4830,qiàng
蚶,2,4831,hān
蛄,2,4832,gū gǔ
蛎,2,4833,lì
蛆,2,4834,qū
蚰,2,4835,yóu
蛊,2,4836,gǔ
圉,2,4837,yǔ
蚱,2,4838,zhà
蛉,2,4839,líng
蛏,2,4840,chēng
蚴,2,4841,yòu
啁,2,4842,zhāo zhōu
啕,2,4843,táo
唿,2,4844,hū
啐,2,4845,cuì
唼,2,4846,shà
唷,2,4847,yō
啖,2,4848,dàn
啵,2,4849,bo
啶,2,4850,dìng
啷,2,4851,lāng
唳,2,4852,lì
唰,2,4853,shuā
啜,2,4854,chuài chuò
帻,2,4855,zé
崚,2,4856,léng
崦,2,4857,yān
帼,2,4858,guó
崮,2,4859,gù
崤,2,4860,xiáo
崆,2,4861,kōng
赇,2,4862,qiú
赈,2,4863,zhèn
赊,2,4864,shē
铑,2,4865,lǎo
铒,2,4866,ěr
铗,2,4867,jiá
铙,2,4868,náo
铟,2,4869,yīn
铠,2,4870,kǎi
铡,2,4871,zhá
铢,2,4872,zhū
铣,2,4873,xǐ
铤,2,4874,tǐng
铧,2,4875,huá
铨,2,4876,quán
铩,2,4877,shā
铪,2,4878,hā
铫,2,4879,diào yáo
铬,2,4880,gè
铮,2,4881,zhēng
铯,2,4882,sè
铰,2,4883,jiǎo
铱,2,4884,yī
铳,2,4885,chòng
铵,2,4886,ǎn
铷,2,4887,rú
氪,2,4888,kè
牾,2,4889,wǔ
鸹,2,4890,guā
秾,2,4891,nóng
逶,2,4892,wēi
笺,2,4893,jiān
筇,2,4894,qióng
笸,2,4895,pǒ
笪,2,4896,dá
笮,2,4897,zé zuó
笠,2,4898,lì
笥,2,4899,sì
笤,2,4900,tiáo
笳,2,4901,jiā
笾,2,4902,biān
笞,2,4903,chī
偾,2,4904,fèn
偃,2,4905,yǎn
偕,2,4906,xié
偈,2,4907,jì
傀,2,4908,kuǐ
偬,2,4909,zǒng
偻,2,4910,lóu lǚ
皑,2,4911,ái
皎,2,4912,jiǎo
鸻,2,4913,héng
徜,2,4914,cháng
舸,2,4915,gě
舻,2,4916,lú
舴,2,4917,zé
舷,2,4918,xián
龛,2,4919,kān
翎,2,4920,líng
脬,2,4921,pāo
脘,2,4922,wǎn
脲,2,4923,niào
匐,2,4924,fú
猗,2,4925,yī
猡,2,4926,luó
猞,2,4927,shē
猝,2,4928,cù
斛,2,4929,hú
猕,2,4930,mí
馗,2,4931,kuí
馃,2,4932,guǒ
馄,2,4933,hún
鸾,2,4934,luán
孰,2,4935,shú
庹,2,4936,tuǒ
庾,2,4937,yǔ
痔,2,4938,zhì
痍,2,4939,yí
疵,2,4940,cī
翊,2,4941,yì
旌,2,4942,jīng
旎,2,4943,nǐ
袤,2,4944,mào
阇,2,4945,dū shé
阈,2,4946,yù
阉,2,4947,yān
阊,2,4948,chāng
阋,2,4949,xì
阍,2,4950,hūn
阏,2,4951,yān
羟,2,4952,qiǎng
粝,2,4953,lì
粕,2,4954,pò
敝,2,4955,bì
焐,2,4956,wù
烯,2,4957,xī
焓,2,4958,hán
烽,2,4959,fēng
焖,2,4960,mèn
烷,2,4961,wán
焗,2,4962,jú
渍,2,4963,zì
渚,2,4964,zhǔ
淇,2,4965,qí
淅,2,4966,xī
淞,2,4967,sōng
渎,2,4968,dú
涿,2,4969,zhuō
淖,2,4970,nào
挲,2,4971,sā suō
淠,2,4972,pì
涸,2,4973,hé
渑,2,4974,miǎn
淦,2,4975,gàn
淝,2,4976,féi
淬,2,4977,cuì
涪,2,4978,fú
淙,2,4979,cóng
涫,2,4980,guàn
渌,2,4981,lù
淄,2,4982,zī
惬,2,4983,qiè
悻,2,4984,xìng
悱,2,4985,fěi
惝,2,4986,chǎng
惘,2,4987,wǎng
悸,2,4988,jì
惆,2,4989,chóu
惚,2,4990,hū
惇,2,4991,dūn
惮,2,4992,dàn
窕,2,4993,tiǎo
谌,2,4994,chén
谏,2,4995,jiàn
扈,2,4996,hù
皲,2,4997,jūn
谑,2,4998,xuè
裆,2,4999,dāng
袷,2,5000,qiā
裉,2,5001,kèn
谒,2,5002,yè
谔,2,5003,è
谕,2,5004,yù
谖,2,5005,xuān
谗,2,5006,chán
谙,2,5007,ān
谛,2,5008,dì
谝,2,5009,piǎn
逯,2,5010,lù
郿,2,5011,méi
隈,2,5012,wēi
粜,2,5013,tiào
隍,2,5014,huáng
隗,2,5015,wěi
婧,2,5016,jìng
婊,2,5017,biǎo
婕,2,5018,jié
娼,2,5019,chāng
婢,2,5020,bì
婵,2,5021,chán
胬,2,5022,nǔ
袈,2,5023,jiā
翌,2,5024,yì
恿,2,5025,yǒng
欸,2,5026,ǎi ê̄ ế ê̌ ề
绫,2,5027,líng
骐,2,5028,qí
绮,2,5029,qǐ
绯,2,5030,fēi
绱,2,5031,shàng
骒,2,5032,kè
绲,2,5033,gǔn
骓,2,5034,zhuī
绶,2,5035,shòu
绺,2,5036,liǔ
绻,2,5037,quǎn
绾,2,5038,wǎn
骖,2,5039,cān
缁,2,5040,zī
耠,2,5041,huō
琫,2,5042,běng
琵,2,5043,pí
琶,2,5044,pá
琪,2,5045,qí
瑛,2,5046,yīng
琦,2,5047,qí
琥,2,5048,hǔ
琨,2,5049,kūn
靓,2,5050,jìng liàng
琰,2,5051,yǎn
琮,2,5052,cóng
琯,2,5053,guǎn
琬,2,5054,wǎn
琛,2,5055,chēn
琚,2,5056,jū
辇,2,5057,niǎn
鼋,2,5058,yuán
揳,2,5059,xiē
堞,2,5060,dié
搽,2,5061,chá
揸,2,5062,zhā
揠,2,5063,yà
堙,2,5064,yīn
趄,2,5065,jū qiè
揖,2,5066,yī
颉,2,5067,jié xié
塄,2,5068,léng
揿,2,5069,qìn
耋,2,5070,dié
揄,2,5071,yú
蛩,2,5072,qióng
蛰,2,5073,zhé
塆,2,5074,wān
摒,2,5075,bìng
揆,2,5076,kuí
掾,2,5077,yuàn
聒,2,5078,guō
葑,2,5079,fēng
葚,2,5080,rèn shèn
靰,2,5081,wù
靸,2,5082,sǎ
葳,2,5083,wēi
葺,2,5084,qì
葸,2,5085,xǐ
萼,2,5086,è
葆,2,5087,bǎo
葩,2,5088,pā
葶,2,5089,tíng
蒌,2,5090,lóu
萱,2,5091,xuān
戟,2,5092,jǐ
葭,2,5093,jiā
楮,2,5094,chǔ
棼,2,5095,fén
椟,2,5096,dú
棹,2,5097,zhào
椤,2,5098,luó
棰,2,5099,chuí
赍,2,5100,jī
椋,2,5101,liáng
椁,2,5102,guǒ
椪,2,5103,pèng
棣,2,5104,dì
椐,2,5105,jū
鹁,2,5106,bó
覃,2,5107,qín tán
酤,2,5108,gū
酢,2,5109,zuò
酡,2,5110,tuó
鹂,2,5111,lí
厥,2,5112,jué
殚,2,5113,dān
殛,2,5114,jí
雯,2,5115,wén
雱,2,5116,pāng
辊,2,5117,gǔn
辋,2,5118,wǎng
椠,2,5119,qiàn
辍,2,5120,chuò
辎,2,5121,zī
斐,2,5122,fěi
睄,2,5123,shào
睑,2,5124,jiǎn
睇,2,5125,dì
睃,2,5126,suō
戢,2,5127,jí
喋,2,5128,dié zhá
嗒,2,5129,dā
喃,2,5130,nán
喱,2,5131,lí
喹,2,5132,kuí
晷,2,5133,guǐ
喈,2,5134,jiē
跖,2,5135,zhí
跗,2,5136,fū
跞,2,5137,lì
跚,2,5138,shān
跎,2,5139,tuó
跏,2,5140,jiā
跆,2,5141,tái
蛱,2,5142,jiá
蛲,2,5143,náo
蛭,2,5144,zhì
蛳,2,5145,sī
蛐,2,5146,qū
蛔,2,5147,huí
蛞,2,5148,kuò
蛴,2,5149,qí
蛟,2,5150,jiāo
蛘,2,5151,yáng
喁,2,5152,yóng yú
喟,2,5153,kuì
啾,2,5154,jiū
嗖,2,5155,sōu
喑,2,5156,yīn
嗟,2,5157,jiē
喽,2,5158,lóu lou
嗞,2,5159,zī
喀,2,5160,kā
喔,2,5161,wō
喙,2,5162,huì
嵘,2,5163,róng
嵖,2,5164,chá
崴,2,5165,wǎi
遄,2,5166,chuán
詈,2,5167,lì
嵎,2,5168,yú
崽,2,5169,zǎi
嵬,2,5170,wéi
嵛,2,5171,yú
嵯,2,5172,cuó
嵝,2,5173,lǒu
嵫,2,5174,zī
幄,2,5175,wò
嵋,2,5176,méi
赕,2,5177,dǎn
铻,2,5178,wú
铼,2,5179,lái
铿,2,5180,kēng
锃,2,5181,zèng
锂,2,5182,lǐ
锆,2,5183,gào
锇,2,5184,é
锉,2,5185,cuò
锏,2,5186,jiǎn
锑,2,5187,tī
锒,2,5188,láng
锔,2,5189,jū jú
锕,2,5190,ā
掣,2,5191,chè
矬,2,5192,cuó
氰,2,5193,qíng
毳,2,5194,cuì
毽,2,5195,jiàn
犊,2,5196,dú
犄,2,5197,jī
犋,2,5198,jù
鹄,2,5199,gǔ hú
犍,2,5200,jiān qián
嵇,2,5201,jī
黍,2,5202,shǔ
稃,2,5203,fū
稂,2,5204,láng
筚,2,5205,bì
筵,2,5206,yán
筌,2,5207,quán
傣,2,5208,dǎi
傈,2,5209,lì
舄,2,5210,xì
牍,2,5211,dú
傥,2,5212,tǎng
傧,2,5213,bīn
遑,2,5214,huáng
傩,2,5215,nuó
遁,2,5216,dùn
徨,2,5217,huáng
媭,2,5218,xū
畲,2,5219,shē
弑,2,5220,shì
颌,2,5221,hé
翕,2,5222,xī
釉,2,5223,yòu
鹆,2,5224,yù
舜,2,5225,shùn
貂,2,5226,diāo
腈,2,5227,jīng
腌,2,5228,ā yān
腓,2,5229,féi
腆,2,5230,tiǎn
腴,2,5231,yú
腑,2,5232,fǔ
腚,2,5233,dìng
腱,2,5234,jiàn
鱿,2,5235,yóu
鲀,2,5236,tún
鲂,2,5237,fáng
颍,2,5238,yǐng
猢,2,5239,hú
猹,2,5240,chá
猥,2,5241,wěi
飓,2,5242,jù
觞,2,5243,shāng
觚,2,5244,gū
猱,2,5245,náo
颎,2,5246,jiǒng
飧,2,5247,sūn
馇,2,5248,chā zha
馊,2,5249,sōu
亵,2,5250,xiè
脔,2,5251,luán
裒,2,5252,póu
痣,2,5253,zhì
痨,2,5254,láo
痦,2,5255,wù
痞,2,5256,pǐ
痤,2,5257,cuó
痫,2,5258,xián
痧,2,5259,shā
赓,2,5260,gēng
竦,2,5261,sǒng
瓿,2,5262,bù
啻,2,5263,chì
颏,2,5264,kē ké
鹇,2,5265,xián
阑,2,5266,lán
阒,2,5267,qù
阕,2,5268,què
粞,2,5269,xī
遒,2,5270,qiú
孳,2,5271,zī
焯,2,5272,chāo
焜,2,5273,kūn
焙,2,5274,bèi
焱,2,5275,yàn
鹈,2,5276,tí
湛,2,5277,zhàn
渫,2,5278,xiè
湮,2,5279,yān
湎,2,5280,miǎn
湜,2,5281,shí
渭,2,5282,wèi
湍,2,5283,tuān
湫,2,5284,jiǎo qiū
溲,2,5285,sōu
湟,2,5286,huáng
溆,2,5287,xù
湲,2,5288,yuán
湔,2,5289,jiān
湉,2,5290,tián
渥,2,5291,wò
湄,2,5292,méi
滁,2,5293,chú
愠,2,5294,yùn
惺,2,5295,xīng
愦,2,5296,kuì
惴,2,5297,zhuì
愀,2,5298,qiǎo
愎,2,5299,bì
愔,2,5300,yīn
喾,2,5301,kù
寐,2,5302,mèi
谟,2,5303,mó
扉,2,5304,fēi
裢,2,5305,lián
裎,2,5306,chéng chěng
裥,2,5307,jiǎn
祾,2,5308,líng
祺,2,5309,qí
谠,2,5310,dǎng
幂,2,5311,mì
谡,2,5312,sù
谥,2,5313,shì
谧,2,5314,mì
遐,2,5315,xiá
孱,2,5316,chán
弼,2,5317,bì
巽,2,5318,xùn
骘,2,5319,zhì
媪,2,5320,ǎo
媛,2,5321,yuán yuàn
婷,2,5322,tíng
巯,2,5323,qiú
翚,2,5324,huī
皴,2,5325,cūn
婺,2,5326,wù
骛,2,5327,wù
缂,2,5328,kè
缃,2,5329,xiāng
缄,2,5330,jiān
彘,2,5331,zhì
缇,2,5332,tí
缈,2,5333,miǎo
缌,2,5334,sī
缑,2,5335,gōu
缒,2,5336,zhuì
缗,2,5337,mín
飨,2,5338,xiǎng
耢,2,5339,lào
瑚,2,5340,hú
瑁,2,5341,mào
瑜,2,5342,yú
瑗,2,5343,yuàn
瑄,2,5344,xuān
瑕,2,5345,xiá
遨,2,5346,áo
骜,2,5347,ào
韫,2,5348,yùn
髡,2,5349,kūn
塬,2,5350,yuán
鄢,2,5351,yān
趔,2,5352,liè
趑,2,5353,zī
摅,2,5354,shū
摁,2,5355,èn
蜇,2,5356,zhē zhé
搋,2,5357,chuāi
搪,2,5358,táng
搐,2,5359,chù
搛,2,5360,jiān
搠,2,5361,shuò
摈,2,5362,bìn
彀,2,5363,gòu
毂,2,5364,gǔ
搦,2,5365,nuò
搡,2,5366,sǎng
蓁,2,5367,zhēn
戡,2,5368,kān
蓍,2,5369,shī
鄞,2,5370,yín
靳,2,5371,jìn
蓐,2,5372,rù
蓦,2,5373,mò
鹋,2,5374,miáo
蒽,2,5375,ēn
蓓,2,5376,bèi
蓖,2,5377,bì
蓊,2,5378,wěng
蒯,2,5379,kuǎi
蓟,2,5380,jì
蓑,2,5381,suō
蒿,2,5382,hāo
蒺,2,5383,jí
蓠,2,5384,lí
蒟,2,5385,jǔ
蒡,2,5386,bàng
蒹,2,5387,jiān
蒴,2,5388,shuò
蒗,2,5389,làng
蓥,2,5390,yíng
颐,2,5391,yí
楔,2,5392,xiē
楠,2,5393,nán
楂,2,5394,zhā
楝,2,5395,liàn
楫,2,5396,jí
楸,2,5397,qiū
椴,2,5398,duàn
槌,2,5399,chuí
楯,2,5400,shǔn
皙,2,5401,xī
榈,2,5402,lǘ
槎,2,5403,chá
榉,2,5404,jǔ
楦,2,5405,xuàn
楣,2,5406,méi
楹,2,5407,yíng
椽,2,5408,chuán
裘,2,5409,qiú
剽,2,5410,piāo
甄,2,5411,zhēn
酮,2,5412,tóng
酰,2,5413,xiān
酯,2,5414,zhǐ
酩,2,5415,mǐng
蜃,2,5416,shèn
碛,2,5417,qì
碓,2,5418,duì
硼,2,5419,péng
碉,2,5420,diāo
碚,2,5421,bèi
碇,2,5422,dìng
碜,2,5423,chěn
鹌,2,5424,ān
辏,2,5425,còu
龃,2,5426,jǔ
龅,2,5427,bāo
訾,2,5428,zǐ
粲,2,5429,càn
虞,2,5430,yú
睚,2,5431,yá
嗪,2,5432,qín
韪,2,5433,wěi
嗷,2,5434,áo
嗉,2,5435,sù
睨,2,5436,nì
睢,2,5437,suī
雎,2,5438,jū
睥,2,5439,pì
嘟,2,5440,dū
嗑,2,5441,kē kè
嗫,2,5442,niè
嗬,2,5443,hē
嗔,2,5444,chēn
嗝,2,5445,gé
戥,2,5446,děng
嗄,2,5447,shà
煦,2,5448,xù
暄,2,5449,xuān
遢,2,5450,tā
暌,2,5451,kuí
跬,2,5452,kuǐ
跶,2,5453,da
跸,2,5454,bì
跐,2,5455,cī
跣,2,5456,xiǎn
跹,2,5457,xiān
跻,2,5458,jī
蛸,2,5459,shāo xiāo
蜊,2,5460,lí
蜍,2,5461,chú
蜉,2,5462,fú
蜣,2,5463,qiāng
畹,2,5464,wǎn
蛹,2,5465,yǒng
嗣,2,5466,sì
嗯,2,5467,ńg ňg ǹg
嗥,2,5468,háo
嗲,2,5469,diǎ
嗳,2,5470,ǎi ài
嗌,2,5471,ài yì
嗍,2,5472,suō
嗨,2,5473,hāi
嗐,2,5474,hài
嗤,2,5475,chī
嗵,2,5476,tōng
罨,2,5477,yǎn
嵊,2,5478,shèng
嵩,2,5479,sōng
嵴,2,5480,jí
骰,2,5481,tóu
锗,2,5482,zhě
锛,2,5483,bēn
锜,2,5484,qí
锝,2,5485,dé
锞,2,5486,kè
锟,2,5487,kūn
锢,2,5488,gù
锨,2,5489,xiān
锩,2,5490,juǎn
锭,2,5491,dìng
锱,2,5492,zī
雉,2,5493,zhì
氲,2,5494,yūn
犏,2,5495,piān
歃,2,5496,shà
稞,2,5497,kē
稗,2,5498,bài
稔,2,5499,rěn
筠,2,5500,jūn yún
筢,2,5501,pá
筮,2,5502,shì
筲,2,5503,shāo
筱,2,5504,xiǎo
牒,2,5505,dié
煲,2,5506,bāo
敫,2,5507,jiǎo
徭,2,5508,yáo
愆,2,5509,qiān
艄,2,5510,shāo
觎,2,5511,yú
毹,2,5512,shū
貊,2,5513,mò
貅,2,5514,xiū
貉,2,5515,háo hé
颔,2,5516,hàn
腠,2,5517,còu
腩,2,5518,nǎn
腼,2,5519,miǎn
腭,2,5520,è
腧,2,5521,shù
塍,2,5522,chéng
媵,2,5523,yìng
詹,2,5524,zhān
鲅,2,5525,bà
鲆,2,5526,píng
鲇,2,5527,nián
鲈,2,5528,lú
稣,2,5529,sū
鲋,2,5530,fù
鲐,2,5531,tái
肄,2,5532,yì
鹐,2,5533,qiān
飕,2,5534,sōu
觥,2,5535,gōng
遛,2,5536,liù
馐,2,5537,xiū
鹑,2,5538,chún
亶,2,5539,dǎn
瘃,2,5540,zhú
痱,2,5541,fèi
痼,2,5542,gù
痿,2,5543,wěi
瘐,2,5544,yǔ
瘁,2,5545,cuì
瘆,2,5546,shèn
麂,2,5547,jǐ
裔,2,5548,yì
歆,2,5549,xīn
旒,2,5550,liú
雍,2,5551,yōng
阖,2,5552,hé
阗,2,5553,tián
阙,2,5554,quē què
羧,2,5555,suō
豢,2,5556,huàn
粳,2,5557,jīng
猷,2,5558,yóu
煳,2,5559,hú
煜,2,5560,yù
煨,2,5561,wēi
煅,2,5562,duàn
煊,2,5563,xuān
煸,2,5564,biān
煺,2,5565,tuì
滟,2,5566,yàn
溱,2,5567,qín
溘,2,5568,kè
漭,2,5569,mǎng
滢,2,5570,yíng
溥,2,5571,pǔ
溧,2,5572,lì
溽,2,5573,rù
裟,2,5574,shā
溻,2,5575,tā
溷,2,5576,hùn
滗,2,5577,bì
滫,2,5578,xiǔ
溴,2,5579,xiù
滏,2,5580,fǔ
滃,2,5581,wēng
滦,2,5582,luán
溏,2,5583,táng
滂,2,5584,pāng
滓,2,5585,zǐ
溟,2,5586,míng
滪,2,5587,yù
愫,2,5588,sù
慑,2,5589,shè
慊,2,5590,qiàn qiè
鲎,2,5591,hòu
骞,2,5592,qiān
窦,2,5593,dòu
窠,2,5594,kē
窣,2,5595,sū
裱,2,5596,biǎo
褚,2,5597,chǔ
裨,2,5598,bì
裾,2,5599,jū
裰,2,5600,duō
禊,2,5601,xì
谩,2,5602,màn
谪,2,5603,zhé
媾,2,5604,gòu
嫫,2,5605,mó
媲,2,5606,pì
嫒,2,5607,ài
嫔,2,5608,pín
媸,2,5609,chī
缙,2,5610,jìn
缜,2,5611,zhěn
缛,2,5612,rù
辔,2,5613,pèi
骝,2,5614,liú
缟,2,5615,gǎo
缡,2,5616,lí
缢,2,5617,yì
缣,2,5618,jiān
骟,2,5619,shàn
耥,2,5620,tāng
璈,2,5621,áo
瑶,2,5622,yáo
瑭,2,5623,táng
獒,2,5624,áo
觏,2,5625,gòu
慝,2,5626,tè
嫠,2,5627,lí
韬,2,5628,tāo
叆,2,5629,ài
髦,2,5630,máo
摽,2,5631,biào
墁,2,5632,màn
撂,2,5633,liào
摞,2,5634,luò
撄,2,5635,yīng
翥,2,5636,zhù
踅,2,5637,xué
摭,2,5638,zhí
墉,2,5639,yōng
墒,2,5640,shāng
榖,2,5641,gǔ
綦,2,5642,qí
蔫,2,5643,niān
蔷,2,5644,qiáng
靺,2,5645,mò
靼,2,5646,dá
鞅,2,5647,yāng yàng
靿,2,5648,yào
甍,2,5649,méng
蔸,2,5650,dōu
蔟,2,5651,cù
蔺,2,5652,lìn
戬,2,5653,jiǎn
蕖,2,5654,qú
蔻,2,5655,kòu
蓿,2,5656,xu
斡,2,5657,wò
鹕,2,5658,hú
蓼,2,5659,liǎo
榛,2,5660,zhēn
榧,2,5661,fěi
榻,2,5662,tà
榫,2,5663,sǔn
榭,2,5664,xiè
槔,2,5665,gāo
榱,2,5666,cuī
槁,2,5667,gǎo
槟,2,5668,bīn bīng
槠,2,5669,zhū
榷,2,5670,què
僰,2,5671,bó
酽,2,5672,yàn
酶,2,5673,méi
酹,2,5674,lèi
厮,2,5675,sī
碡,2,5676,zhóu
碴,2,5677,chā chá
碣,2,5678,jié
碲,2,5679,dì
磋,2,5680,cuō
臧,2,5681,zāng
豨,2,5682,xī
殡,2,5683,bìn
霆,2,5684,tíng
霁,2,5685,jì
辕,2,5686,yuán
蜚,2,5687,fēi fěi
裴,2,5688,péi
翡,2,5689,fěi
龇,2,5690,zī
龈,2,5691,yín
睿,2,5692,ruì
䁖,2,5693,lōu
睽,2,5694,kuí
嘞,2,5695,lei
嘈,2,5696,cáo
嘌,2,5697,piào
嘁,2,5698,qī
嘎,2,5699,gā gá gǎ
暧,2,5700,ài
暝,2,5701,míng
踌,2,5702,chóu
踉,2,5703,liàng
蜞,2,5704,qí
蜥,2,5705,xī
蜮,2,5706,yù
蝈,2,5707,guō
蜴,2,5708,yì
蜱,2,5709,pí
蜩,2,5710,tiáo
蜷,2,5711,quán
蜿,2,5712,wān
螂,2,5713,láng
蜢,2,5714,měng
嘘,2,5715,shī xū
嘡,2,5716,tāng
鹗,2,5717,è
嘣,2,5718,bēng
嘤,2,5719,yīng
嘚,2,5720,dē dēi
嗾,2,5721,sǒu
嘧,2,5722,mì
罴,2,5723,pí
罱,2,5724,lǎn
幔,2,5725,màn
嶂,2,5726,zhàng
幛,2,5727,zhàng
赙,2,5728,fù
罂,2,5729,yīng
骷,2,5730,kū
骶,2,5731,dǐ
鹘,2,5732,gǔ hú
锲,2,5733,qiè
锴,2,5734,kǎi
锶,2,5735,sī
锷,2,5736,è
锸,2,5737,chā
锵,2,5738,qiāng
镁,2,5739,měi
镂,2,5740,lòu
犒,2,5741,kào
箐,2,5742,qìng
箦,2,5743,zé
箧,2,5744,qiè
箍,2,5745,gū
箸,2,5746,zhù
箬,2,5747,ruò
箅,2,5748,bì
箪,2,5749,dān
箔,2,5750,bó
箜,2,5751,kōng
箢,2,5752,yuān
箓,2,5753,lù
毓,2,5754,yù
僖,2,5755,xī
儆,2,5756,jǐng
僳,2,5757,sù
僭,2,5758,jiàn
劁,2,5759,qiāo
僮,2,5760,tóng
魃,2,5761,bá
魆,2,5762,xū
睾,2,5763,gāo
艋,2,5764,měng
鄱,2,5765,pó
膈,2,5766,gé
膑,2,5767,bìn
鲑,2,5768,guī
鲔,2,5769,wěi
鲚,2,5770,jì
鲛,2,5771,jiāo
鲟,2,5772,xún
獐,2,5773,zhāng
觫,2,5774,sù
雒,2,5775,luò
夤,2,5776,yín
馑,2,5777,jǐn
銮,2,5778,luán
塾,2,5779,shú
麽,2,5780,mó
瘌,2,5781,là
瘊,2,5782,hóu
瘘,2,5783,lòu
瘙,2,5784,sào
廖,2,5785,liào
韶,2,5786,sháo
旖,2,5787,yǐ
膂,2,5788,lǚ
阚,2,5789,kàn
鄯,2,5790,shàn
鲞,2,5791,xiǎng
粿,2,5792,guǒ
粼,2,5793,lín
粽,2,5794,zòng
糁,2,5795,sǎn shēn
槊,2,5796,shuò
鹚,2,5797,cí
熘,2,5798,liū
熥,2,5799,tēng
潢,2,5800,huáng
漕,2,5801,cáo
滹,2,5802,hū
漯,2,5803,luò
漶,2,5804,huàn
潋,2,5805,liàn
潴,2,5806,zhū
漪,2,5807,yī
漉,2,5808,lù
漳,2,5809,zhāng
漩,2,5810,xuán
澉,2,5811,gǎn
潍,2,5812,wéi
慵,2,5813,yōng
搴,2,5814,qiān
窨,2,5815,yìn
寤,2,5816,wù
綮,2,5817,qìng
谮,2,5818,zèn
褡,2,5819,dā
褙,2,5820,bèi
褓,2,5821,bǎo
褛,2,5822,lǚ
褊,2,5823,biǎn
谯,2,5824,qiáo
谰,2,5825,lán
谲,2,5826,jué
暨,2,5827,jì
屣,2,5828,xǐ
鹛,2,5829,méi
嫣,2,5830,yān
嫱,2,5831,qiáng
嫖,2,5832,piáo
嫦,2,5833,cháng
嫚,2,5834,mān màn
嫘,2,5835,léi
嫡,2,5836,dí
鼐,2,5837,nài
翟,2,5838,dí zhái
瞀,2,5839,mào
鹜,2,5840,wù
骠,2,5841,biāo piào
缥,2,5842,piāo
缦,2,5843,màn
缧,2,5844,léi
缨,2,5845,yīng
骢,2,5846,cōng
缪,2,5847,miào miù móu
缫,2,5848,sāo
耦,2,5849,ǒu
耧,2,5850,lóu
瑾,2,5851,jǐn
璜,2,5852,huáng
璀,2,5853,cuǐ
璎,2,5854,yīng
璁,2,5855,cōng
璋,2,5856,zhāng
璇,2,5857,xuán
奭,2,5858,shì
髯,2,5859,rán
髫,2,5860,tiáo
撷,2,5861,xié
撅,2,5862,juē
赭,2,5863,zhě
撸,2,5864,lū
鋆,2,5865,yún
撙,2,5866,zǔn
撺,2,5867,cuān
墀,2,5868,chí
聩,2,5869,kuì
觐,2,5870,jìn
鞑,2,5871,dá
蕙,2,5872,huì
鞒,2,5873,qiáo
蕈,2,5874,xùn
蕨,2,5875,jué
蕤,2,5876,ruí
蕞,2,5877,zuì
蕺,2,5878,jí
瞢,2,5879,méng
蕃,2,5880,bō
蕲,2,5881,qí
赜,2,5882,zé
槿,2,5883,jǐn
樯,2,5884,qiáng
槭,2,5885,qì
樗,2,5886,chū
樘,2,5887,táng
樊,2,5888,fán
槲,2,5889,hú
醌,2,5890,kūn
醅,2,5891,pēi
靥,2,5892,yè
魇,2,5893,yǎn
餍,2,5894,yàn
磔,2,5895,zhé
磙,2,5896,gǔn
霈,2,5897,pèi
辘,2,5898,lù
龉,2,5899,yǔ
龊,2,5900,chuò
觑,2,5901,qù
瞌,2,5902,kē
瞋,2,5903,chēn
瞑,2,5904,míng
嘭,2,5905,pēng
噎,2,5906,yē
噶,2,5907,gá
颙,2,5908,yóng
暹,2,5909,xiān
噘,2,5910,juē
踔,2,5911,chuō
踝,2,5912,huái
踟,2,5913,chí
踒,2,5914,wō
踬,2,5915,zhì
踮,2,5916,diǎn
踯,2,5917,zhí
踺,2,5918,jiàn
