char,level,tgh_index,pinyin
淆,1,2422,xiáo
渊,1,2423,yuān
淫,1,2424,yín
渔,1,2425,yú
淘,1,2426,táo
淳,1,2427,chún
液,1,2428,yè
淤,1,2429,yū
淡,1,2430,dàn
淀,1,2431,diàn
深,1,2432,shēn
涮,1,2433,shuàn
涵,1,2434,hán
婆,1,2435,pó
梁,1,2436,liáng
渗,1,2437,shèn
情,1,2438,qíng
惜,1,2439,xī
惭,1,2440,cán
悼,1,2441,dào
惧,1,2442,jù
惕,1,2443,tì
惟,1,2444,wéi
惊,1,2445,jīng
惦,1,2446,diàn
悴,1,2447,cuì
惋,1,2448,wǎn
惨,1,2449,cǎn
惯,1,2450,guàn
寇,1,2451,kòu
寅,1,2452,yín
寄,1,2453,jì
寂,1,2454,jì
宿,1,2455,sù xiǔ xiù
窒,1,2456,zhì
窑,1,2457,yáo
密,1,2458,mì
谋,1,2459,móu
谍,1,2460,dié
谎,1,2461,huǎng
谐,1,2462,xié
袱,1,2463,fú
祷,1,2464,dǎo
祸,1,2465,huò
谓,1,2466,wèi
谚,1,2467,yàn
谜,1,2468,mí
逮,1,2469,dǎi dài
敢,1,2470,gǎn
尉,1,2471,wèi yù
屠,1,2472,tú
弹,1,2473,dàn tán
隋,1,2474,suí
堕,1,2475,duò
随,1,2476,suí
蛋,1,2477,dàn
隅,1,2478,yú
隆,1,2479,lóng
隐,1,2480,yǐn
婚,1,2481,hūn
婶,1,2482,shěn
婉,1,2483,wǎn
颇,1,2484,pō
颈,1,2485,gěng jǐng
绩,1,2486,jì
绪,1,2487,xù
续,1,2488,xù
骑,1,2489,qí
绰,1,2490,chāo chuò
绳,1,2491,shéng
维,1,2492,wéi
绵,1,2493,mián
绷,1,2494,bēng běng bèng
绸,1,2495,chóu
综,1,2496,zèng zōng
绽,1,2497,zhàn
绿,1,2498,lù lǜ
缀,1,2499,zhuì
巢,1,2500,cháo
琴,1,2501,qín
琳,1,2502,lín
琢,1,2503,zhuó zuó
琼,1,2504,qióng
斑,1,2505,bān
替,1,2506,tì
揍,1,2507,zòu
款,1,2508,kuǎn
堪,1,2509,kān
塔,1,2510,tǎ
搭,1,2511,dā
堰,1,2512,yàn
揩,1,2513,kāi
越,1,2514,yuè
趁,1,2515,chèn
趋,1,2516,qū
超,1,2517,chāo
揽,1,2518,lǎn
堤,1,2519,dī
提,1,2520,dī tí
博,1,2521,bó
揭,1,2522,jiē
喜,1,2523,xǐ
彭,1,2524,péng
揣,1,2525,chuāi chuǎi chuài
插,1,2526,chā
揪,1,2527,jiū
搜,1,2528,sōu
煮,1,2529,zhǔ
援,1,2530,yuán
搀,1,2531,chān
裁,1,2532,cái
搁,1,2533,gē gé
搓,1,2534,cuō
搂,1,2535,lōu lǒu
搅,1,2536,jiǎo
壹,1,2537,yī
握,1,2538,wò
搔,1,2539,sāo
揉,1,2540,róu
斯,1,2541,sī
期,1,2542,jī qī
欺,1,2543,qī
联,1,2544,lián
葫,1,2545,hú
散,1,2546,sǎn sàn
惹,1,2547,rě
葬,1,2548,zàng
募,1,2549,mù
葛,1,2550,gé gě
董,1,2551,dǒng
葡,1,2552,pú
敬,1,2553,jìng
葱,1,2554,cōng
蒋,1,2555,jiǎng
蒂,1,2556,dì
落,1,2557,là lào luò
韩,1,2558,hán
朝,1,2559,cháo zhāo
辜,1,2560,gū
葵,1,2561,kuí
棒,1,2562,bàng
棱,1,2563,lēng léng líng
棋,1,2564,qí
椰,1,2565,yē
植,1,2566,zhí
森,1,2567,sēn
焚,1,2568,fén
椅,1,2569,yī yǐ
椒,1,2570,jiāo
棵,1,2571,kē
棍,1,2572,gùn
椎,1,2573,zhuī
棉,1,2574,mián
棚,1,2575,péng
棕,1,2576,zōng
棺,1,2577,guān
榔,1,2578,láng
椭,1,2579,tuǒ
惠,1,2580,huì
惑,1,2581,huò
逼,1,2582,bī
粟,1,2583,sù
棘,1,2584,jí
酣,1,2585,hān
酥,1,2586,sū
厨,1,2587,chú
厦,1,2588,shà xià
硬,1,2589,yìng
硝,1,2590,xiāo
确,1,2591,què
硫,1,2592,liú
雁,1,2593,yàn
殖,1,2594,shi zhí
裂,1,2595,liè
雄,1,2596,xióng
颊,1,2597,jiá
雳,1,2598,lì
暂,1,2599,zàn
雅,1,2600,yǎ
翘,1,2601,qiáo qiào
辈,1,2602,bèi
悲,1,2603,bēi
紫,1,2604,zǐ
凿,1,2605,záo
辉,1,2606,huī
敞,1,2607,chǎng
棠,1,2608,táng
赏,1,2609,shǎng
掌,1,2610,zhǎng
晴,1,2611,qíng
睐,1,2612,lài
暑,1,2613,shǔ
最,1,2614,zuì
晰,1,2615,xī
量,1,2616,liáng liàng
鼎,1,2617,dǐng
喷,1,2618,pēn pèn
喳,1,2619,chā zhā
晶,1,2620,jīng
喇,1,2621,lǎ
遇,1,2622,yù
喊,1,2623,hǎn
遏,1,2624,è
晾,1,2625,liàng
景,1,2626,jǐng
畴,1,2627,chóu
践,1,2628,jiàn
跋,1,2629,bá
跌,1,2630,diē
跑,1,2631,páo pǎo
跛,1,2632,bǒ
遗,1,2633,yí
蛙,1,2634,wā
蛛,1,2635,zhū
蜓,1,2636,tíng
蜒,1,2637,yán
蛤,1,2638,gé há
喝,1,2639,hē hè
鹃,1,2640,juān
喂,1,2641,wèi
喘,1,2642,chuǎn
喉,1,2643,hóu
喻,1,2644,yù
啼,1,2645,tí
喧,1,2646,xuān
嵌,1,2647,qiàn
幅,1,2648,fú
帽,1,2649,mào
赋,1,2650,fù
赌,1,2651,dǔ
赎,1,2652,shú
赐,1,2653,cì
赔,1,2654,péi
黑,1,2655,hēi
铸,1,2656,zhù
铺,1,2657,pū pù
链,1,2658,liàn
销,1,2659,xiāo
锁,1,2660,suǒ
锄,1,2661,chú
锅,1,2662,guō
锈,1,2663,xiù
锋,1,2664,fēng
锌,1,2665,xīn
锐,1,2666,ruì
甥,1,2667,shēng
掰,1,2668,bāi
短,1,2669,duǎn
智,1,2670,zhì
氮,1,2671,dàn
毯,1,2672,tǎn
氯,1,2673,lǜ
鹅,1,2674,é
剩,1,2675,shèng
稍,1,2676,shāo shào
程,1,2677,chéng
稀,1,2678,xī
税,1,2679,shuì
筐,1,2680,kuāng
等,1,2681,děng
筑,1,2682,zhù
策,1,2683,cè
筛,1,2684,shāi
筒,1,2685,tǒng
筏,1,2686,fá
答,1,2687,dā dá
筋,1,2688,jīn
筝,1,2689,zhēng
傲,1,2690,ào
傅,1,2691,fù
牌,1,2692,pái
堡,1,2693,bǎo bǔ pù
集,1,2694,jí
焦,1,2695,jiāo
傍,1,2696,bàng
储,1,2697,chǔ
皓,1,2698,hào
皖,1,2699,wǎn
粤,1,2700,yuè
奥,1,2701,ào
街,1,2702,jiē
惩,1,2703,chéng
御,1,2704,yù
循,1,2705,xún
艇,1,2706,tǐng
舒,1,2707,shū
逾,1,2708,yú
番,1,2709,fān pān
释,1,2710,shì
禽,1,2711,qín
腊,1,2712,là
脾,1,2713,pí
腋,1,2714,yè
腔,1,2715,qiāng
腕,1,2716,wàn
鲁,1,2717,lǔ
猩,1,2718,xīng
猬,1,2719,wèi
猾,1,2720,huá
猴,1,2721,hóu
惫,1,2722,bèi
然,1,2723,rán
馈,1,2724,kuì
馋,1,2725,chán
装,1,2726,zhuāng
蛮,1,2727,mán
就,1,2728,jiù
敦,1,2729,dūn
斌,1,2730,bīn
痘,1,2731,dòu
痢,1,2732,lì
痪,1,2733,huàn
痛,1,2734,tòng
童,1,2735,tóng
竣,1,2736,jùn
阔,1,2737,kuò
善,1,2738,shàn
翔,1,2739,xiáng
羡,1,2740,xiàn
普,1,2741,pǔ
粪,1,2742,fèn
尊,1,2743,zūn
奠,1,2744,diàn
道,1,2745,dào
遂,1,2746,suí suì
曾,1,2747,céng zēng
焰,1,2748,yàn
港,1,2749,gǎng
滞,1,2750,zhì
湖,1,2751,hú
湘,1,2752,xiāng
渣,1,2753,zhā
渤,1,2754,bó
渺,1,2755,miǎo
湿,1,2756,shī
温,1,2757,wēn
渴,1,2758,kě
溃,1,2759,huì kuì
溅,1,2760,jiàn
滑,1,2761,huá
湃,1,2762,pài
渝,1,2763,yú
湾,1,2764,wān
渡,1,2765,dù
游,1,2766,yóu
滋,1,2767,zī
渲,1,2768,xuàn
溉,1,2769,gài
愤,1,2770,fèn
慌,1,2771,huāng
惰,1,2772,duò
愕,1,2773,è
愣,1,2774,lèng
惶,1,2775,huáng
愧,1,2776,kuì
愉,1,2777,yú
慨,1,2778,kǎi
割,1,2779,gē
寒,1,2780,hán
富,1,2781,fù
寓,1,2782,yù
窜,1,2783,cuàn
窝,1,2784,wō
窖,1,2785,jiào
窗,1,2786,chuāng
窘,1,2787,jiǒng
遍,1,2788,biàn
雇,1,2789,gù
裕,1,2790,yù
裤,1,2791,kù
裙,1,2792,qún
禅,1,2793,chán shàn
禄,1,2794,lù
谢,1,2795,xiè
谣,1,2796,yáo
谤,1,2797,bàng
谦,1,2798,qiān
犀,1,2799,xī
属,1,2800,shǔ
屡,1,2801,lǚ
强,1,2802,jiàng qiáng qiǎng
粥,1,2803,zhōu
疏,1,2804,shū
隔,1,2805,gé
隙,1,2806,xì
隘,1,2807,ài
媒,1,2808,méi
絮,1,2809,xù
嫂,1,2810,sǎo
媚,1,2811,mèi
婿,1,2812,xù
登,1,2813,dēng
缅,1,2814,miǎn
缆,1,2815,lǎn
缉,1,2816,jī qī
缎,1,2817,duàn
缓,1,2818,huǎn
缔,1,2819,dì
缕,1,2820,lǚ
骗,1,2821,piàn
编,1,2822,biān
骚,1,2823,sāo
缘,1,2824,yuán
瑟,1,2825,sè
鹉,1,2826,wǔ
瑞,1,2827,ruì
瑰,1,2828,guī
瑙,1,2829,nǎo
魂,1,2830,hún
肆,1,2831,sì
摄,1,2832,shè
摸,1,2833,mō
填,1,2834,tián
搏,1,2835,bó
塌,1,2836,tā
鼓,1,2837,gǔ
摆,1,2838,bǎi
携,1,2839,xié
搬,1,2840,bān
摇,1,2841,yáo
搞,1,2842,gǎo
塘,1,2843,táng
摊,1,2844,tān
聘,1,2845,pìn
斟,1,2846,zhēn
蒜,1,2847,suàn
勤,1,2848,qín
靴,1,2849,xuē
靶,1,2850,bǎ
鹊,1,2851,què
蓝,1,2852,lán
墓,1,2853,mù
幕,1,2854,mù
蓬,1,2855,péng
蓄,1,2856,xù
蒲,1,2857,pú
蓉,1,2858,róng
蒙,1,2859,mēng méng měng
蒸,1,2860,zhēng
献,1,2861,xiàn
椿,1,2862,chūn
禁,1,2863,jīn jìn
楚,1,2864,chǔ
楷,1,2865,jiē kǎi
榄,1,2866,lǎn
想,1,2867,xiǎng
槐,1,2868,huái
榆,1,2869,yú
楼,1,2870,lóu
概,1,2871,gài
赖,1,2872,lài
酪,1,2873,lào
酬,1,2874,chóu
感,1,2875,gǎn
碍,1,2876,ài
碘,1,2877,diǎn
碑,1,2878,bēi
碎,1,2879,suì
碰,1,2880,pèng
碗,1,2881,wǎn
碌,1,2882,liù lù
尴,1,2883,gān
雷,1,2884,léi
零,1,2885,líng
雾,1,2886,wù
雹,1,2887,báo
辐,1,2888,fú
辑,1,2889,jí
输,1,2890,shū
督,1,2891,dū
频,1,2892,pín
龄,1,2893,líng
鉴,1,2894,jiàn
睛,1,2895,jīng
睹,1,2896,dǔ
睦,1,2897,mù
瞄,1,2898,miáo
睫,1,2899,jié
睡,1,2900,shuì
睬,1,2901,cǎi
嗜,1,2902,shì
鄙,1,2903,bǐ
嗦,1,2904,suō
愚,1,2905,yú
暖,1,2906,nuǎn
盟,1,2907,méng
歇,1,2908,xiē
暗,1,2909,àn
暇,1,2910,xiá
照,1,2911,zhào
畸,1,2912,jī
跨,1,2913,kuà
跷,1,2914,qiāo
跳,1,2915,tiào
跺,1,2916,duò
跪,1,2917,guì
路,1,2918,lù
跤,1,2919,jiāo
跟,1,2920,gēn
遣,1,2921,qiǎn
蜈,1,2922,wú
蜗,1,2923,wō
蛾,1,2924,é
蜂,1,2925,fēng
蜕,1,2926,tuì
嗅,1,2927,xiù
嗡,1,2928,wēng
嗓,1,2929,sǎng
署,1,2930,shǔ
置,1,2931,zhì
罪,1,2932,zuì
罩,1,2933,zhào
蜀,1,2934,shǔ
幌,1,2935,huǎng
错,1,2936,cuò
锚,1,2937,máo
锡,1,2938,xī
锣,1,2939,luó
锤,1,2940,chuí
锥,1,2941,zhuī
锦,1,2942,jǐn
键,1,2943,jiàn
锯,1,2944,jù
锰,1,2945,měng
矮,1,2946,ǎi
辞,1,2947,cí
稚,1,2948,zhì
稠,1,2949,chóu
颓,1,2950,tuí
愁,1,2951,chóu
筹,1,2952,chóu
签,1,2953,qiān
简,1,2954,jiǎn
筷,1,2955,kuài
毁,1,2956,huǐ
舅,1,2957,jiù
鼠,1,2958,shǔ
催,1,2959,cuī
傻,1,2960,shǎ
像,1,2961,xiàng
躲,1,2962,duǒ
魁,1,2963,kuí
衙,1,2964,yá
微,1,2965,wēi
愈,1,2966,yù
遥,1,2967,yáo
腻,1,2968,nì
腰,1,2969,yāo
腥,1,2970,xīng
腮,1,2971,sāi
腹,1,2972,fù
腺,1,2973,xiàn
鹏,1,2974,péng
腾,1,2975,téng
腿,1,2976,tuǐ
鲍,1,2977,bào
猿,1,2978,yuán
颖,1,2979,yǐng
触,1,2980,chù
解,1,2981,jiě jiè xiè
煞,1,2982,shā shà
雏,1,2983,chú
馍,1,2984,mó
馏,1,2985,liú liù
酱,1,2986,jiàng
禀,1,2987,bǐng
痹,1,2988,bì
廓,1,2989,kuò
痴,1,2990,chī
痰,1,2991,tán
廉,1,2992,lián
靖,1,2993,jìng
新,1,2994,xīn
韵,1,2995,yùn
意,1,2996,yì
誊,1,2997,téng
粮,1,2998,liáng
数,1,2999,shǔ shù shuò
煎,1,3000,jiān
塑,1,3001,sù
慈,1,3002,cí
煤,1,3003,méi
煌,1,3004,huáng
满,1,3005,mǎn
漠,1,3006,mò
滇,1,3007,diān
源,1,3008,yuán
滤,1,3009,lǜ
滥,1,3010,làn
滔,1,3011,tāo
溪,1,3012,xī
溜,1,3013,liū liù
漓,1,3014,lí
滚,1,3015,gǔn
溢,1,3016,yì
溯,1,3017,sù
滨,1,3018,bīn
溶,1,3019,róng
溺,1,3020,nì
粱,1,3021,liáng
滩,1,3022,tān
慎,1,3023,shèn
誉,1,3024,yù
塞,1,3025,sāi sài sè
寞,1,3026,mò
窥,1,3027,kuī
窟,1,3028,kū
寝,1,3029,qǐn
谨,1,3030,jǐn
褂,1,3031,guà
裸,1,3032,luǒ
福,1,3033,fú
谬,1,3034,miù
群,1,3035,qún
殿,1,3036,diàn
辟,1,3037,bì pì
障,1,3038,zhàng
媳,1,3039,xí
嫉,1,3040,jí
嫌,1,3041,xián
嫁,1,3042,jià
叠,1,3043,dié
缚,1,3044,fù
缝,1,3045,féng fèng
缠,1,3046,chán
缤,1,3047,bīn
剿,1,3048,jiǎo
静,1,3049,jìng
碧,1,3050,bì
璃,1,3051,lí
赘,1,3052,zhuì
熬,1,3053,āo áo
墙,1,3054,qiáng
墟,1,3055,xū
嘉,1,3056,jiā
摧,1,3057,cuī
赫,1,3058,hè
截,1,3059,jié
誓,1,3060,shì
境,1,3061,jìng
摘,1,3062,zhāi
摔,1,3063,shuāi
撇,1,3064,piē piě
聚,1,3065,jù
慕,1,3066,mù
暮,1,3067,mù
摹,1,3068,mó
蔓,1,3069,mán màn wàn
蔑,1,3070,miè
蔡,1,3071,cài
蔗,1,3072,zhè
蔽,1,3073,bì
蔼,1,3074,ǎi
熙,1,3075,xī
蔚,1,3076,wèi yù
兢,1,3077,jīng
模,1,3078,mó mú
槛,1,3079,jiàn kǎn
榴,1,3080,liú
榜,1,3081,bǎng
榨,1,3082,zhà
榕,1,3083,róng
歌,1,3084,gē
遭,1,3085,zāo
酵,1,3086,jiào
酷,1,3087,kù
酿,1,3088,niàng
酸,1,3089,suān
碟,1,3090,dié
碱,1,3091,jiǎn
碳,1,3092,tàn
磁,1,3093,cí
愿,1,3094,yuàn
需,1,3095,xū
辖,1,3096,xiá
辗,1,3097,zhǎn
雌,1,3098,cí
裳,1,3099,shang
颗,1,3100,kē
瞅,1,3101,chǒu
墅,1,3102,shù
嗽,1,3103,sòu
踊,1,3104,yǒng
蜻,1,3105,qīng
蜡,1,3106,là
蝇,1,3107,yíng
蜘,1,3108,zhī
蝉,1,3109,chán
嘛,1,3110,ma
嘀,1,3111,dí
赚,1,3112,zhuàn
锹,1,3113,qiāo
锻,1,3114,duàn
镀,1,3115,dù
舞,1,3116,wǔ
舔,1,3117,tiǎn
稳,1,3118,wěn
熏,1,3119,xūn
箕,1,3120,jī
算,1,3121,suàn
箩,1,3122,luó
管,1,3123,guǎn
箫,1,3124,xiāo
舆,1,3125,yú
僚,1,3126,liáo
僧,1,3127,sēng
鼻,1,3128,bí
魄,1,3129,pò
魅,1,3130,mèi
貌,1,3131,mào
膜,1,3132,mó
膊,1,3133,bó
膀,1,3134,bǎng pāng páng
鲜,1,3135,xiān xiǎn
疑,1,3136,yí
孵,1,3137,fū
馒,1,3138,mán
裹,1,3139,guǒ
敲,1,3140,qiāo
豪,1,3141,háo
膏,1,3142,gāo gào
遮,1,3143,zhē
腐,1,3144,fǔ
瘩,1,3145,dá da
瘟,1,3146,wēn
瘦,1,3147,shòu
辣,1,3148,là
彰,1,3149,zhāng
竭,1,3150,jié
端,1,3151,duān
旗,1,3152,qí
精,1,3153,jīng
粹,1,3154,cuì
歉,1,3155,qiàn
弊,1,3156,bì
熄,1,3157,xī
熔,1,3158,róng
煽,1,3159,shān
潇,1,3160,xiāo
漆,1,3161,qī
漱,1,3162,shù
漂,1,3163,piāo piǎo piào
漫,1,3164,màn
滴,1,3165,dī
漾,1,3166,yàng
演,1,3167,yǎn
漏,1,3168,lòu
慢,1,3169,màn
慷,1,3170,kāng
寨,1,3171,zhài
赛,1,3172,sài
寡,1,3173,guǎ
察,1,3174,chá
蜜,1,3175,mì
寥,1,3176,liáo
谭,1,3177,tán
肇,1,3178,zhào
褐,1,3179,hè
褪,1,3180,tuì tùn
谱,1,3181,pǔ
隧,1,3182,suì
嫩,1,3183,nèn
翠,1,3184,cuì
熊,1,3185,xióng
凳,1,3186,dèng
骡,1,3187,luó
缩,1,3188,sù suō
慧,1,3189,huì
撵,1,3190,niǎn
撕,1,3191,sī
撒,1,3192,sā sǎ
撩,1,3193,liāo liáo
趣,1,3194,qù
趟,1,3195,tàng
撑,1,3196,chēng
撮,1,3197,cuō zuǒ
撬,1,3198,qiào
播,1,3199,bō
擒,1,3200,qín
墩,1,3201,dūn
撞,1,3202,zhuàng
撤,1,3203,chè
增,1,3204,zēng
撰,1,3205,zhuàn
聪,1,3206,cōng
鞋,1,3207,xié
鞍,1,3208,ān
蕉,1,3209,jiāo
蕊,1,3210,ruǐ
蔬,1,3211,shū
蕴,1,3212,yùn
横,1,3213,héng hèng
槽,1,3214,cáo
樱,1,3215,yīng
橡,1,3216,xiàng
樟,1,3217,zhāng
橄,1,3218,gǎn
敷,1,3219,fū
豌,1,3220,wān
飘,1,3221,piāo
醋,1,3222,cù
醇,1,3223,chún
醉,1,3224,zuì
磕,1,3225,kē
磊,1,3226,lěi
磅,1,3227,bàng páng
碾,1,3228,niǎn
震,1,3229,zhèn
霄,1,3230,xiāo
霉,1,3231,méi
瞒,1,3232,mán
题,1,3233,tí
暴,1,3234,bào
瞎,1,3235,xiā
嘻,1,3236,xī
嘶,1,3237,sī
嘲,1,3238,cháo
嘹,1,3239,liáo
影,1,3240,yǐng
踢,1,3241,tī
踏,1,3242,tā tà
踩,1,3243,cǎi
踪,1,3244,zōng
蝶,1,3245,dié
蝴,1,3246,hú
蝠,1,3247,fú
蝎,1,3248,xiē
蝌,1,3249,kē
蝗,1,3250,huáng
蝙,1,3251,biān
嘿,1,3252,hēi
嘱,1,3253,zhǔ
幢,1,3254,chuáng zhuàng
墨,1,3255,mò
镇,1,3256,zhèn
镐,1,3257,gǎo
镑,1,3258,bàng
靠,1,3259,kào
稽,1,3260,jī
稻,1,3261,dào
黎,1,3262,lí
稿,1,3263,gǎo
稼,1,3264,jià
箱,1,3265,xiāng
篓,1,3266,lǒu
箭,1,3267,jiàn
篇,1,3268,piān
僵,1,3269,jiāng
躺,1,3270,tǎng
僻,1,3271,pì
德,1,3272,dé
艘,1,3273,sōu
膝,1,3274,xī
膛,1,3275,táng
鲤,1,3276,lǐ
鲫,1,3277,jì
熟,1,3278,shóu shú
摩,1,3279,mā mó
褒,1,3280,bāo
瘪,1,3281,biē biě
瘤,1,3282,liú
瘫,1,3283,tān
凛,1,3284,lǐn
颜,1,3285,yán
毅,1,3286,yì
糊,1,3287,hū hú hù
遵,1,3288,zūn
憋,1,3289,biē
潜,1,3290,qián
澎,1,3291,péng
潮,1,3292,cháo
潭,1,3293,tán
鲨,1,3294,shā
澳,1,3295,ào
潘,1,3296,pān
澈,1,3297,chè
澜,1,3298,lán
澄,1,3299,chéng dèng
懂,1,3300,dǒng
憔,1,3301,qiáo
懊,1,3302,ào
憎,1,3303,zēng
额,1,3304,é
翩,1,3305,piān
褥,1,3306,rù
谴,1,3307,qiǎn
鹤,1,3308,hè
憨,1,3309,hān
慰,1,3310,wèi
劈,1,3311,pī pǐ
履,1,3312,lǚ
豫,1,3313,yù
缭,1,3314,liáo
撼,1,3315,hàn
擂,1,3316,léi lèi
操,1,3317,cāo
擅,1,3318,shàn
燕,1,3319,yān yàn
蕾,1,3320,lěi
薯,1,3321,shǔ
薛,1,3322,xuē
薇,1,3323,wēi
擎,1,3324,qíng
薪,1,3325,xīn
薄,1,3326,báo bó bò
颠,1,3327,diān
翰,1,3328,hàn
噩,1,3329,è
橱,1,3330,chú
橙,1,3331,chéng
橘,1,3332,jú
整,1,3333,zhěng
融,1,3334,róng
瓢,1,3335,piáo
醒,1,3336,xǐng
霍,1,3337,huò
霎,1,3338,shà
辙,1,3339,zhé
冀,1,3340,jì
餐,1,3341,cān
嘴,1,3342,zuǐ
踱,1,3343,duó
蹄,1,3344,tí
蹂,1,3345,róu
蟆,1,3346,má
螃,1,3347,páng
器,1,3348,qì
噪,1,3349,zào
鹦,1,3350,yīng
赠,1,3351,zèng
默,1,3352,mò
黔,1,3353,qián
镜,1,3354,jìng
赞,1,3355,zàn
穆,1,3356,mù
篮,1,3357,lán
篡,1,3358,cuàn
篷,1,3359,péng
篱,1,3360,lí
儒,1,3361,rú
邀,1,3362,yāo
衡,1,3363,héng
膨,1,3364,péng
雕,1,3365,diāo
鲸,1,3366,jīng
磨,1,3367,mó mò
瘾,1,3368,yǐn
瘸,1,3369,qué
凝,1,3370,níng
辨,1,3371,biàn
辩,1,3372,biàn
糙,1,3373,cāo
糖,1,3374,táng
糕,1,3375,gāo
燃,1,3376,rán
濒,1,3377,bīn
澡,1,3378,zǎo
激,1,3379,jī
懒,1,3380,lǎn
憾,1,3381,hàn
懈,1,3382,xiè
窿,1,3383,lóng
壁,1,3384,bì
避,1,3385,bì
缰,1,3386,jiāng
缴,1,3387,jiǎo
戴,1,3388,dài
擦,1,3389,cā
藉,1,3390,jí jiè
鞠,1,3391,jū
藏,1,3392,cáng zàng
藐,1,3393,miǎo
檬,1,3394,méng
檐,1,3395,yán
檀,1,3396,tán
礁,1,3397,jiāo
磷,1,3398,lín
霜,1,3399,shuāng
霞,1,3400,xiá
瞭,1,3401,liào
瞧,1,3402,qiáo
瞬,1,3403,shùn
瞳,1,3404,tóng
瞩,1,3405,zhǔ
瞪,1,3406,dèng
曙,1,3407,shǔ
蹋,1,3408,tà
蹈,1,3409,dǎo
螺,1,3410,luó
蟋,1,3411,xī
蟀,1,3412,shuài
嚎,1,3413,háo
赡,1,3414,shàn
穗,1,3415,suì
魏,1,3416,wèi
簧,1,3417,huáng
簇,1,3418,cù
繁,1,3419,fán pó
徽,1,3420,huī
爵,1,3421,jué
朦,1,3422,méng
臊,1,3423,sāo sào
鳄,1,3424,è
癌,1,3425,ái
辫,1,3426,biàn
赢,1,3427,yíng
糟,1,3428,zāo
糠,1,3429,kāng
燥,1,3430,zào
懦,1,3431,nuò
豁,1,3432,huō huò
臀,1,3433,tún
臂,1,3434,bei bì
翼,1,3435,yì
骤,1,3436,zhòu
藕,1,3437,ǒu
鞭,1,3438,biān
藤,1,3439,téng
覆,1,3440,fù
瞻,1,3441,zhān
蹦,1,3442,bèng
嚣,1,3443,xiāo
镰,1,3444,lián
翻,1,3445,fān
鳍,1,3446,qí
鹰,1,3447,yīng
瀑,1,3448,bào pù
襟,1,3449,jīn
璧,1,3450,bì
戳,1,3451,chuō
孽,1,3452,niè
警,1,3453,jǐng
蘑,1,3454,mó
藻,1,3455,zǎo
攀,1,3456,pān
曝,1,3457,bào pù
蹲,1,3458,dūn
蹭,1,3459,cèng
蹬,1,3460,dēng
巅,1,3461,diān
簸,1,3462,bǒ bò
簿,1,3463,bù
蟹,1,3464,xiè
颤,1,3465,chàn
靡,1,3466,mí mǐ
癣,1,3467,xuǎn
瓣,1,3468,bàn
羹,1,3469,gēng
鳖,1,3470,biē
爆,1,3471,bào
疆,1,3472,jiāng
鬓,1,3473,bìn
壤,1,3474,rǎng
馨,1,3475,xīn
耀,1,3476,yào
躁,1,3477,zào
蠕,1,3478,rú
嚼,1,3479,jiáo jiào jué
嚷,1,3480,rāng rǎng
巍,1,3481,wēi
籍,1,3482,jí
鳞,1,3483,lín
魔,1,3484,mó
糯,1,3485,nuò
灌,1,3486,guàn
譬,1,3487,pì
蠢,1,3488,chǔn
霸,1,3489,bà
露,1,3490,lòu lù
霹,1,3491,pī
躏,1,3492,lìn
黯,1,3493,àn
髓,1,3494,suǐ
赣,1,3495,gàn
囊,1,3496,nāng náng
镶,1,3497,xiāng
瓤,1,3498,ráng
罐,1,3499,guàn
矗,1,3500,chù
乂,2,3501,yì
乜,2,3502,miē niè
兀,2,3503,wù
弋,2,3504,yì
孑,2,3505,jié
孓,2,3506,jué
幺,2,3507,yāo
亓,2,3508,qí
韦,2,3509,wéi
廿,2,3510,niàn
丏,2,3511,miǎn
卅,2,3512,sà
仄,2,3513,zè
厄,2,3514,è
仃,2,3515,dīng
仉,2,3516,zhǎng
仂,2,3517,lè
兮,2,3518,xī
刈,2,3519,yì
爻,2,3520,yáo
卞,2,3521,biàn
闩,2,3522,shuān
讣,2,3523,fù
尹,2,3524,yǐn
夬,2,3525,guài
爿,2,3526,pán
毋,2,3527,wú
邗,2,3528,hán
邛,2,3529,qióng
艽,2,3530,jiāo
艿,2,3531,nǎi
札,2,3532,zhá
叵,2,3533,pǒ
匝,2,3534,zā
丕,2,3535,pī
匜,2,3536,yí
劢,2,3537,mài
卟,2,3538,bǔ
叱,2,3539,chì
叻,2,3540,lè
仨,2,3541,sā
仕,2,3542,shì
仟,2,3543,qiān
仡,2,3544,gē
仫,2,3545,mù
仞,2,3546,rèn
卮,2,3547,zhī
氐,2,3548,dī dǐ
犰,2,3549,qiú
刍,2,3550,chú
邝,2,3551,kuàng
邙,2,3552,máng
汀,2,3553,tīng
讦,2,3554,jié
讧,2,3555,hòng
讪,2,3556,shàn
讫,2,3557,qì
尻,2,3558,kāo
阡,2,3559,qiān
尕,2,3560,gǎ
弁,2,3561,biàn
驭,2,3562,yù
匡,2,3563,kuāng
耒,2,3564,lěi
玎,2,3565,dīng
玑,2,3566,jī
邢,2,3567,xíng
圩,2,3568,wéi xū
圬,2,3569,wū
圭,2,3570,guī
扦,2,3571,qiān
圪,2,3572,gē
圳,2,3573,zhèn
圹,2,3574,kuàng
扪,2,3575,mén
圮,2,3576,pǐ
圯,2,3577,yí
芊,2,3578,qiān
芍,2,3579,sháo
芄,2,3580,wán
芨,2,3581,jī
芑,2,3582,qǐ
芎,2,3583,xiōng
芗,2,3584,xiāng
