Traditional,Simplified,PinyinNumbered,Pinyin,Freq
鵒,鹆,yu4,yù,2
宥,宥,you4,yòu,2
裇,裇,xu1,xū,2
臠,脔,luan2,luán,2
鴔,鴔,fu2,fú,2
餷,馇,zha5,zha,2
墉,墉,yong1,yōng,2
繒,缯,zeng1,zēng,2
鴃,鴃,jue2,jué,2
旰,旰,gan4,gàn,2
鴂,鴂,jue2,jué,2
餄,饸,he2,hé,2
餎,饹,le5,le,2
皴,皴,cun1,cūn,2
糲,粝,li4,lì,2
碁,碁,ji1,jī,2
圙,圙,lu:e4,lüè,2
伭,伭,xian2,xián,2
鴯,鸸,er2,ér,2
鱀,𬶨,ji4,jì,2
圈,圈,quan5,quan,2
㑊,㑊,yi4,yì,2
颱,台,tai2,tái,2
颶,飓,ju4,jù,2
颻,飖,yao2,yáo,2
皀,皀,bi1,bī,2
俞,俞,shu4,shù,2
繾,缱,qian3,qiǎn,2
圐,圐,ku1,kū,2
鵖,鵖,bi1,bī,2
鎛,镈,bo2,bó,2
芾,芾,fu2,fú,2
庄,庄,zhuang1,zhuāng,2
麴,麴,qu1,qū,2
撒,撒,sa5,sa,2
皌,皌,mo4,mò,2
濂,濂,lian2,lián,2
鶓,鹋,miao2,miáo,2
餎,饹,ge1,gē,2
餑,饽,bo5,bo,2
禰,祢,mi2,mí,2
瞤,𥆧,run2,rún,2
鱠,鲙,kuai4,kuài,2
餳,饧,xing2,xíng,2
㐖,㐖,xie2,xié,2
鱟,鲎,hou4,hòu,2
帑,帑,tang3,tǎng,2
鱘,鲟,xun2,xún,2
罕,罕,han5,han,2
鱖,鳜,gui4,guì,2
眦,眦,zi4,zì,2
溺,溺,niao4,niào,2
餔,哺,bu4,bù,2
餼,饩,xi4,xì,2
圪,圪,ge1,gē,2
嬛,嬛,xuan1,xuān,2
垯,垯,da5,da,2
便,便,bian3,biǎn,2
苫,苫,shan1,shān,2
粽,粽,zong4,zòng,2
礱,砻,long2,lóng,2
鱆,鱆,zhang1,zhāng,2
讎,雠,chou2,chóu,2
帡,帡,ping2,píng,2
塬,塬,yuan2,yuán,2
幪,幪,meng2,méng,2
餕,馂,jun4,jùn,2
繇,繇,yao2,yáo,2
鳥,鸟,diao3,diǎo,2
魠,魠,tuo1,tuō,2
幃,帏,wei2,wéi,2
佧,佧,ka3,kǎ,2
繆,缪,miao4,miào,2
粥,粥,yu4,yù,2
塭,塭,wen1,wēn,2
暆,暆,yi2,yí,2
帹,帹,sha4,shà,2
繃,绷,beng3,běng,2
峙,峙,shi4,shì,2
篷,篷,peng5,peng,2
佪,佪,huai2,huái,2
仂,仂,le4,lè,2
俉,俉,wu2,wú,2
餬,糊,hu2,hú,2
仇,仇,qiu2,qiú,2
顬,颥,ru2,rú,2
葺,葺,qi4,qì,2
鱅,鳙,yong1,yōng,2
鸑,𬸚,yue4,yuè,2
騫,骞,qian1,qiān,2
稗,稗,bai4,bài,2
瘧,疟,yao4,yào,2
嬤,嬷,mo2,mó,2
嬤,嬷,ma1,mā,2
稍,稍,shao4,shào,2
罱,罱,lan3,lǎn,2
弳,弪,jing4,jìng,2
鍰,锾,huan2,huán,2
癧,疬,li4,lì,2
癀,癀,huang2,huáng,2
弭,弭,mi3,mǐ,2
鸊,䴙,pi4,pì,2
癘,疠,li4,lì,2
綴,缀,chuo4,chuò,2
鸂,㶉,xi1,xī,2
瘻,瘘,lou4,lòu,2
秫,秫,shu2,shú,2
歌,歌,ge5,ge,2
艽,艽,jiao1,jiāo,2
稙,稙,zhi2,zhí,2
食,食,si4,sì,2
瘜,瘜,xi1,xī,2
稞,稞,ke1,kē,2
彠,彟,huo4,huò,2
稽,稽,qi3,qǐ,2
穡,穑,se4,sè,2
彘,彘,zhi4,zhì,2
稼,稼,jia4,jià,2
6,6,liu4,liù,2
麇,麇,qun2,qún,2
彖,彖,tuan4,tuàn,2
簕,簕,le4,lè,2
瘛,瘛,chi4,chì,2
鞮,鞮,di1,dī,2
鞲,鞲,gou1,gōu,2
麂,麂,ji3,jǐ,2
鞴,鞴,bei4,bèi,2
紇,纥,he2,hé,2
扭,扭,niu5,niu,2
稨,稨,bian3,biǎn,2
鶻,鹘,hu2,hú,2
瘲,疭,zong4,zòng,2
弟,弟,ti4,tì,2
鸘,鹴,shuang1,shuāng,2
鎢,钨,wu1,wū,2
壓,压,ya5,ya,2
袤,袤,mao4,mào,2
囿,囿,you4,yòu,2
心,心,xin5,xin,2
廡,庑,wu2,wú,2
孬,孬,nao1,nāo,2
踔,踔,chuo1,chuō,2
紺,绀,gan4,gàn,2
孱,孱,can4,càn,2
孱,孱,chan2,chán,2
軔,轫,ren4,rèn,2
癃,癃,long2,lóng,2
佟,佟,tong2,tóng,2
鶖,鹙,qiu1,qiū,2
廑,廑,qin2,qín,2
鶒,鶒,chi4,chì,2
砬,砬,la2,lá,2
鶊,鹒,geng1,gēng,2
廌,廌,zhi4,zhì,2
廄,厩,jiu4,jiù,2
蘞,蔹,lian3,liǎn,2
廥,廥,kuai4,kuài,2
頡,颉,xie2,xié,2
拽,拽,zhuai3,zhuǎi,2
瞀,瞀,mao4,mào,2
鷫,鹔,su4,sù,2
簸,簸,bo4,bò,2
鷥,鸶,si1,sī,2
鷟,𬸦,zhuo2,zhuó,2
孓,孓,jue2,jué,2
料,料,liao5,liao,2
癔,癔,yi4,yì,2
躔,躔,chan2,chán,2
壹,壹,yi1,yī,2
壴,壴,zhu4,zhù,2
鷉,䴘,ti1,tī,2
癜,癜,dian4,diàn,2
頊,顼,xu4,xù,2
笈,笈,ji2,jí,2
癤,疖,jie1,jiē,2
佝,佝,kou4,kòu,2
癥,症,zheng1,zhēng,2
頗,颇,po3,pǒ,2
鶬,鸧,cang1,cāng,2
饉,馑,jin3,jǐn,2
圮,圮,pi3,pǐ,2
顙,颡,sang3,sǎng,2
碡,碡,du2,dú,2
綠,绿,lu4,lù,2
埲,埲,beng3,běng,2
喚,唤,huan5,huan,2
垓,垓,gai1,gāi,2
骯,肮,ang1,āng,2
碣,碣,jie2,jié,2
綜,综,zong4,zòng,2
骶,骶,di3,dǐ,2
嶇,岖,qu1,qū,2
戌,戌,qu5,qu,2
佻,佻,tiao1,tiāo,2
碌,碌,liu4,liù,2
碉,碉,diao1,diāo,2
魣,魣,yu2,yú,2
屏,屏,bing1,bīng,2
魟,𫚉,hong2,hóng,2
屐,屐,ji1,jī,2
佽,佽,ci4,cì,2
矯,矫,jiao2,jiáo,2
硪,硪,wo4,wò,2
琦,琦,qi2,qí,2
瑩,莹,ying1,yīng,2
碌,碌,lu1,lū,2
脬,脬,pao1,pāo,2
絝,绔,ku4,kù,2
驌,骕,su4,sù,2
鮟,𩽾,an1,ān,2
鑿,凿,zuo4,zuò,2
驦,骦,shuang1,shuāng,2
殂,殂,cu2,cú,2
儅,儅,dang1,dāng,2
伄,伄,diao4,diào,2
企,企,qi4,qì,2
驏,骣,chan3,chǎn,2
尷,尴,gan1,gān,2
埼,埼,qi2,qí,2
髫,髫,tiao2,tiáo,2
紼,绋,fu2,fú,2
瞽,瞽,gu3,gǔ,2
蚴,蚴,you4,yòu,2
埵,埵,duo3,duǒ,2
綣,绻,quan3,quǎn,2
矓,眬,long2,lóng,2
磙,磙,gun3,gǔn,2
體,体,ti1,tī,2
蝽,蝽,chun1,chūn,2
縕,缊,yun1,yūn,2
埗,埗,bu4,bù,2
嵛,嵛,yu2,yú,2
褵,褵,li2,lí,2
砘,砘,dun4,dùn,2
砝,砝,fa3,fǎ,2
絮,絮,xu5,xu,2
硇,硇,nao2,náo,2
鬃,鬃,zong1,zōng,2
隍,隍,huang2,huáng,2
嶪,嶪,ye4,yè,2
髕,髌,bin4,bìn,2
鎵,镓,jia1,jiā,2
艏,艏,shou3,shǒu,2
鬄,鬄,ti4,tì,2
絘,絘,ci4,cì,2
絪,𬘡,yin1,yīn,2
岈,岈,ya2,yá,2
散,散,san5,san,2
鬒,鬒,zhen3,zhěn,2
絛,绦,di2,dí,2
縭,缡,li2,lí,2
髭,髭,zi1,zī,2
絎,绗,hang2,háng,2
屭,屃,xi4,xì,2
蜐,蜐,jie2,jié,2
鋇,钡,bei4,bèi,2
峚,峚,mi4,mì,2
茚,茚,yin4,yìn,2
垛,垛,duo3,duǒ,2
髝,髝,lao2,láo,2
髞,髞,sao4,sào,2
磲,磲,qu2,qú,2
垝,垝,gui3,guǐ,2
硨,砗,che1,chē,2
埡,垭,ya1,yā,2
舄,舄,xi4,xì,2
峇,峇,ke1,kē,2
礓,礓,jiang1,jiāng,2
絍,絍,ren4,rèn,2
鬲,鬲,ge2,gé,2
硐,硐,dong4,dòng,2
巆,𫶕,ying2,yíng,2
岭,岭,ling2,líng,2
驊,骅,hua2,huá,2
鱇,𩾌,kang1,kāng,2
饊,馓,san3,sǎn,2
眳,眳,ming2,míng,2
糢,糢,mo2,mó,2
縐,绉,zhou4,zhòu,2
坩,坩,gan1,gān,2
堝,埚,guo1,guō,2
蜆,蚬,xian3,xiǎn,2
糬,糬,shu3,shǔ,2
眭,眭,sui1,suī,2
鰆,䲠,chun1,chūn,2
縫,缝,feng5,feng,2
鰂,鲗,zei2,zéi,2
弟,弟,di5,di,2
蹠,跖,zhi2,zhí,2
養,养,yang4,yàng,2
駙,驸,fu4,fù,2
酬,酬,chou5,chou,2
鯿,鳊,bian1,biān,2
駞,驼,tuo2,tuó,2
緱,缑,gou1,gōu,2
鯷,鳀,ti2,tí,2
鯰,鲶,nian2,nián,2
馱,驮,duo4,duò,2
侍,侍,shi5,shi,2
鰣,鲥,shi2,shí,2
騮,骝,liu2,liú,2
縧,绦,tao1,tāo,2
鱄,鱄,zhuan1,zhuān,2
粿,粿,guo3,guǒ,2
佰,佰,bai3,bǎi,2
掌,掌,zhang5,zhang,2
省,省,sheng5,sheng,2
塕,塕,weng3,wěng,2
寳,宝,bao3,bǎo,2
礜,礜,yu4,yù,2
饢,馕,nang3,nǎng,2
覡,觋,xi2,xí,2
糌,糌,zan1,zān,2
馘,馘,guo2,guó,2
巫,巫,wu2,wú,2
目,目,mu5,mu,2
礌,礌,lei2,léi,2
壈,𡒄,lan3,lǎn,2
看,看,kan5,kan,2
虎,虎,hu1,hū,2
侗,侗,tong2,tóng,2
仔,仔,zi1,zī,2
瞤,𥆧,shun4,shùn,2
鮨,鮨,qi2,qí,2
嵞,嵞,tu2,tú,2
瞋,瞋,chen1,chēn,2
惡,恶,e3,ě,2
苕,苕,shao2,sháo,2
鮭,鲑,gui1,guī,2
緄,绲,gun3,gǔn,2
嵎,嵎,yu2,yú,2
驤,骧,xiang1,xiāng,2
紆,纡,yu1,yū,2
礡,礴,bo2,bó,2
郛,郛,fu2,fú,2
嵌,嵌,kan3,kǎn,2
瞘,眍,kou1,kōu,2
尥,尥,liao4,liào,2
綹,绺,liu3,liǔ,2
縩,縩,cai4,cài,2
綷,綷,cui4,cuì,2
蹶,蹶,jue3,juě,2
項,项,xiang5,xiang,2
尨,尨,pang2,páng,2
彤,彤,tong1,tōng,2
瞈,瞈,weng3,wěng,2
磕,磕,ke4,kè,2
侉,侉,kua3,kuǎ,2
鯫,鲰,zou1,zōu,2
睃,睃,suo1,suō,2
堤,堤,ti2,tí,2
堡,堡,pu4,pù,2
磡,磡,kan4,kàn,2
鯗,鲞,xiang3,xiǎng,2
坳,坳,ao4,ào,2
鳽,鳽,jian1,jiān,2
騅,骓,zhui1,zhuī,2
緙,缂,ke4,kè,2
米,米,mi5,mi,2
嶌,嶌,dao3,dǎo,2
鯖,鲭,qing1,qīng,2
鰍,鳅,qiu1,qiū,2
鯕,鲯,qi2,qí,2
騏,骐,qi2,qí,2
睥,睥,pi4,pì,2
鬟,鬟,huan2,huán,2
鯇,鲩,huan4,huàn,2
8,8,ba1,bā,2
廖,廖,liao4,liào,2
魈,魈,xiao1,xiāo,2
笤,笤,tiao2,tiáo,2
躚,跹,xian1,xiān,2
篾,篾,mie4,miè,2
鯝,鲴,gu4,gù,2
翥,翥,zhu4,zhù,2
霂,霂,mu4,mù,2
霅,霅,zha2,zhá,2
倥,倥,kong1,kōng,2
齮,𬺈,yi3,yǐ,2
疘,肛,gang1,gāng,2
疸,疸,da5,da,2
悒,悒,yi4,yì,2
疝,疝,shan4,shàn,2
篙,篙,gao1,gāo,2
悝,悝,kui1,kuī,2
窅,窅,yao3,yǎo,2
雰,雰,fen1,fēn,2
聹,聍,ning2,níng,2
姊,姊,jie3,jiě,2
疎,疏,shu1,shū,2
齟,龃,ju3,jǔ,2
甭,甭,beng2,béng,2
鼂,鼂,chao2,cháo,2
忞,忞,min2,mín,2
雚,雚,huan2,huán,2
姑,姑,gu5,gu,2
嚼,嚼,jiao4,jiào,2
耵,耵,ding1,dīng,2
黿,鼋,yuan2,yuán,2
恿,恿,yong3,yǒng,2
噴,喷,pen4,pèn,2
齬,龉,yu3,yǔ,2
霏,霏,fei1,fēi,2
甪,甪,lu4,lù,2
椴,椴,duan4,duàn,2
齱,齱,zou1,zōu,2
窀,窀,zhun1,zhūn,2
龜,龟,qiu1,qiū,2
估,估,gu4,gù,2
蔗,蔗,zhe5,zhe,2
霪,霪,yin2,yín,2
厭,厌,yan1,yān,2
病,病,bing5,bing,2
龜,龟,jun1,jūn,2
痊,痊,quan2,quán,2
讌,宴,yan4,yàn,2
靨,靥,ye4,yè,2
您,您,nin2,nín,2
靆,叇,dai4,dài,2
痎,痎,jie1,jiē,2
鮐,鲐,tai2,tái,2
亶,亶,dan3,dǎn,2
迺,迺,nai3,nǎi,2
承,承,cheng5,cheng,2
悧,悧,li4,lì,2
媕,媕,an1,ān,2
齵,齵,yu2,yú,2
黧,黧,li2,lí,2
唬,唬,hu5,hu,2
箅,箅,bi4,bì,2
笊,笊,zhao4,zhào,2
究,究,jiu5,jiu,2
噴,喷,pen5,pen,2
穸,穸,xi1,xī,2
黟,黟,yi1,yī,2
嚐,尝,chang2,cháng,2
翕,翕,xi1,xī,2
霢,霢,mai4,mài,2
妲,妲,da2,dá,2
妯,妯,zhou2,zhóu,2
息,息,xi2,xí,2
陂,陂,bei1,bēi,2
谿,溪,xi1,xī,2
懟,怼,dui4,duì,2
畛,畛,zhen3,zhěn,2
窸,窸,xi1,xī,2
娉,娉,ping1,pīng,2
怫,怫,fu2,fú,2
怫,怫,fei4,fèi,2
畦,畦,qi2,qí,2
篼,篼,dou1,dōu,2
姣,姣,jiao1,jiāo,2
箐,箐,qing4,qìng,2
恓,恓,xi1,xī,2
齏,齑,ji1,jī,2
鼱,鼱,jing1,jīng,2
陴,陴,pi2,pí,2
噢,噢,o1,ō,2
鮃,鲆,ping2,píng,2
齎,赍,ji1,jī,2
鷙,鸷,zhi4,zhì,2
噘,噘,jue1,juē,2
畋,畋,tian2,tián,2
篌,篌,hou2,hóu,2
鼷,鼷,xi1,xī,2
噗,噗,pu1,pū,2
璣,玑,ji1,jī,2
大,大,da2,dá,2
姮,姮,heng2,héng,2
耏,耏,er2,ér,2
鯢,鲵,ni2,ní,2
姫,姫,ji1,jī,2
隗,隗,wei3,wěi,2
齌,齌,ji4,jì,2
噏,噏,xi1,xī,2
姥,姥,mu3,mǔ,2
悛,悛,quan1,quān,2
倘,倘,chang2,cháng,2
翮,翮,he2,hé,2
委,委,wei1,wēi,2
陛,陛,bi4,bì,2
俜,俜,ping1,pīng,2
窣,窣,su1,sū,2
齙,龅,bao1,bāo,2
窿,窿,long5,long,2
鼉,鼍,tuo2,tuó,2
忪,忪,zhong1,zhōng,2
婆,婆,po5,po,2
忪,忪,song1,sōng,2
竦,竦,song3,sǒng,2
齜,龇,zi1,zī,2
恫,恫,dong4,dòng,2
夯,夯,ben4,bèn,2
陂,陂,po1,pō,2
噲,哙,kuai4,kuài,2
鼕,冬,dong1,dōng,2
倔,倔,jue4,juè,2
窳,窳,yu3,yǔ,2
倔,倔,jue2,jué,2
雀,雀,qiao1,qiāo,2
鼩,鼩,qu2,qú,2
鏃,镞,zu2,zú,2
鴰,鸹,gua1,guā,2
菴,庵,an1,ān,2
聃,聃,dan1,dān,2
伾,伾,pi1,pī,2
雨,雨,yu4,yù,2
氅,氅,chang3,chǎng,2
娣,娣,di4,dì,2
陽,阳,yang5,yang,2
雋,隽,jun4,jùn,2
娭,娭,ai1,āi,2
徯,徯,xi1,xī,2
疥,疥,jie4,jiè,2
耜,耜,si4,sì,2
彸,彸,zhong1,zhōng,2
麾,麾,hui1,huī,2
闉,𬮱,yin1,yīn,2
咱,咱,zan5,zan,2
愫,愫,su4,sù,2
痦,痦,wu4,wù,2
聿,聿,yu4,yù,2
疾,疾,ji5,ji,2
媽,妈,ma5,ma,2
徨,徨,huang2,huáng,2
韂,韂,chan4,chàn,2
甍,甍,meng2,méng,2
聽,听,ting4,tìng,2
筌,筌,quan2,quán,2
嫘,嫘,lei2,léi,2
囔,囔,nang1,nāng,2
彷,仿,fang3,fǎng,2
徘,徘,pai2,pái,2
惙,惙,chuo4,chuò,2
瘊,瘊,hou2,hóu,2
亞,亚,ya3,yǎ,2
簉,簉,zao4,zào,2
嘮,唠,lao4,lào,2
悴,悴,cui4,cuì,2
嫦,嫦,chang2,cháng,2
詝,𬣞,zhu3,zhǔ,2
稜,棱,ling2,líng,2
㚻,㚻,ji1,jī,2
嫗,妪,yu4,yù,2
會,会,hui5,hui,2
佗,佗,tuo2,tuó,2
羝,羝,di1,dī,2
痿,痿,wei3,wěi,2
瓴,瓴,ling2,líng,2
個,个,ge3,gě,2
旆,旆,pei4,pèi,2
徊,徊,huai2,huái,2
閼,阏,e4,è,2
閼,阏,yan1,yān,2
膪,膪,chuai4,chuài,2
嫏,嫏,lang2,láng,2
痱,痱,fei4,fèi,2
奘,奘,zang4,zàng,2
嫚,嫚,man4,màn,2
靳,靳,jin4,jìn,2
筀,筀,gui4,guì,2
筢,筢,pa2,pá,2
矣,矣,yi3,yǐ,2
伯,伯,bo5,bo,2
膻,膻,shan1,shān,2
筅,筅,xian3,xiǎn,2
彳,彳,chi4,chì,2
毐,毐,ai3,ǎi,2
笪,笪,da2,dá,2
妗,妗,jin4,jìn,2
微,微,wei2,wéi,2
瓠,瓠,hu4,hù,2
羋,芈,mi3,mǐ,2
宄,宄,gui3,guǐ,2
嘲,嘲,zhao1,zhāo,2
伯,伯,bai3,bǎi,2
頡,颉,jie2,jié,2
靦,腼,mian3,miǎn,2
篥,篥,li4,lì,2
黌,黉,hong2,hóng,2
嫵,妩,wu3,wǔ,2
澄,澄,deng1,dēng,2
廩,廪,lin3,lǐn,2
徭,徭,yao2,yáo,2
媲,媲,pi4,pì,2
籙,箓,lu4,lù,2
媵,媵,ying4,yìng,2
嬈,娆,rao2,ráo,2
囝,囝,jian3,jiǎn,2
嚳,喾,ku4,kù,2
鞝,鞝,shang4,shàng,2
羸,羸,lei2,léi,2
徠,徕,lai2,lái,2
黇,黇,tian1,tiān,2
闞,阚,kan4,kàn,2
羱,羱,yuan2,yuán,2
痔,痔,zhi4,zhì,2
徜,徜,chang2,cháng,2
惛,惛,hun1,hūn,2
5,5,wu3,wǔ,2
癉,瘅,dan4,dàn,2
篖,篖,tang2,táng,2
嘣,嘣,beng1,bēng,2
彧,彧,yu4,yù,2
糺,纠,jiu1,jiū,1
薬,薬,yao4,yào,1
箘,箘,jun4,jùn,1
蟷,蟷,dang1,dāng,1
薢,薢,xiao4,xiào,1
薤,薤,xie4,xiè,1
箠,棰,chui2,chuí,1
薳,䓕,wei3,wěi,1
衂,衄,nu:4,nǜ,1
薫,薫,xun1,xūn,1
蕋,蕊,rui3,ruǐ,1
糺,糺,jiu3,jiǔ,1
蠸,蠸,quan2,quán,1
薧,薧,kao3,kǎo,1
薨,薨,hong1,hōng,1
筥,筥,ju3,jǔ,1
箝,箝,qian2,qián,1
䲔,䲔,jing1,jīng,1
薳,薳,wei3,wěi,1
蟓,蟓,xiang4,xiàng,1
筤,筤,lang2,láng,1
蟺,蟺,shan4,shàn,1
糶,粜,tiao4,tiào,1
蟛,蟛,peng2,péng,1
薽,薽,zhen1,zhēn,1
箛,箛,gu1,gū,1
薸,薸,piao1,piāo,1
糹,纟,si1,sī,1
蠽,蠽,jie2,jié,1
藋,藋,diao4,diào,1
薻,薻,zao3,zǎo,1
䳗,䳗,e2,é,1
糹,纟,mi4,mì,1
絖,絖,kuang4,kuàng,1
薾,薾,er3,ěr,1
薿,薿,ni3,nǐ,1
藄,藄,qi2,qí,1
糸,糸,mi4,mì,1
蟨,蟨,jue2,jué,1
筘,筘,kou4,kòu,1
藎,荩,jin4,jìn,1
薷,薷,ru2,rú,1
筞,策,ce4,cè,1
箙,箙,fu2,fú,1
蕐,蕐,hua2,huá,1
䲘,鳤,guan3,guǎn,1
衁,衁,huang1,huāng,1
蟳,蟳,xun2,xún,1
糴,籴,di2,dí,1
蕍,蕍,yu2,yú,1
薶,薶,wo1,wō,1
絓,絓,kua1,kuā,1
絓,絓,gua4,guà,1
薶,薶,mai2,mái,1
伹,伹,qu1,qū,1
蟶,蛏,cheng1,chēng,1
蠷,蠷,qu2,qú,1
蠙,𧏖,bin1,bīn,1
薠,薠,fan2,fán,1
薀,蕰,yun4,yùn,1
紽,紽,tuo2,tuó,1
紾,紾,zhen3,zhěn,1
紟,紟,jin1,jīn,1
蕶,蕶,ling2,líng,1
筰,筰,zuo2,zuó,1
紞,𬘘,dan3,dǎn,1
仳,仳,pi3,pǐ,1
伀,伀,zhong1,zhōng,1
䲁,鳚,wei4,wèi,1
蕸,蕸,xia2,xiá,1
蕹,蕹,yong1,yōng,1
紿,绐,dai4,dài,1
紘,纮,hong2,hóng,1
箇,个,ge4,gè,1
蕚,萼,e4,è,1
筯,箸,zhu4,zhù,1
紑,紑,fou2,fóu,1
箊,箊,yu1,yū,1
紊,紊,wen4,wèn,1
蕿,萱,xuan1,xuān,1
蠜,蠜,fan2,fán,1
紵,纻,zhu4,zhù,1
紲,绁,xie4,xiè,1
蕳,蕳,jian1,jiān,1
紥,扎,zha1,zhā,1
筳,筳,ting2,tíng,1
紩,紩,zhi4,zhì,1
蕡,蕡,fen2,fén,1
蠚,蠚,he1,hē,1
紬,䌷,chou2,chóu,1
蕞,蕞,zui4,zuì,1
蠗,蠗,zhuo2,zhuó,1
蕝,蕝,jue2,jué,1
筴,策,ce4,cè,1
紥,扎,za1,zā,1
仨,仨,sa1,sā,1
筱,筱,xiao3,xiǎo,1
蠕,蠕,ruan3,ruǎn,1
筸,筸,gan1,gān,1
蕣,蕣,shun4,shùn,1
淨,净,jing5,jing,1
箂,箂,lai2,lái,1
丏,丏,mian3,miǎn,1
贅,赘,zhui5,zhui,1
蕮,蕮,xi4,xì,1
蠒,茧,jian3,jiǎn,1
蠏,蟹,xie4,xiè,1
箒,帚,zhou3,zhǒu,1
薁,薁,yu4,yù,1
筧,笕,jian3,jiǎn,1
蠂,蠂,she4,shè,1
蠭,蜂,feng1,fēng,1
薐,薐,leng2,léng,1
仮,仮,jia3,jiǎ,1
蠰,蠰,shang4,shàng,1
箑,箑,sha4,shà,1
薖,薖,ke1,kē,1
薘,荙,da2,dá,1
薙,剃,ti4,tì,1
蠁,蚃,xiang4,xiàng,1
伈,伈,xin3,xǐn,1
蟿,蟿,qi4,qì,1
莫,莫,mo5,mo,1
絏,绁,xie4,xiè,1
薜,薜,bi4,bì,1
䯝,䯝,sui3,suǐ,1
蕔,蕔,bao1,bāo,1
紃,𬘓,xun2,xún,1
紀,纪,ji3,jǐ,1
筦,筦,guan3,guǎn,1
紇,纥,ge1,gē,1
経,経,jing1,jīng,1
蠩,蠩,zhu1,zhū,1
蠡,蠡,li2,lí,1
薃,薃,hao4,hào,1
蠎,蠎,mang3,mǎng,1
節,节,jie5,jie,1
筭,筭,suan4,suàn,1
蠋,蠋,zhu2,zhú,1
薆,薆,ai4,ài,1
蠉,蠉,xuan1,xuān,1
筩,筒,tong3,tǒng,1
箎,箎,chi2,chí,1
蠧,蠧,du4,dù,1
薉,薉,wei4,wèi,1
䰟,魂,hun2,hún,1
絁,絁,shi1,shī,1
絃,絃,xian2,xián,1
蕗,蕗,lu4,lù,1
蠆,虿,chai4,chài,1
蕖,蕖,qu2,qú,1
薇,薇,wei2,wéi,1
伇,伇,yi4,yì,1
絅,䌹,jiong3,jiǒng,1
筦,管,guan3,guǎn,1
蜩,蜩,tiao2,tiáo,1
糱,糱,nie4,niè,1
篨,篨,chu2,chú,1
蚹,蚹,fu4,fù,1
蝯,猿,yuan2,yuán,1
伭,伭,xuan2,xuán,1
籝,籝,ying2,yíng,1
蚻,蚻,zha2,zhá,1
籜,箨,tuo4,tuò,1
蚽,蚽,pi2,pí,1
蚿,蚿,xian2,xián,1
更,更,jin1,jīn,1
蛁,蛁,diao1,diāo,1
籛,篯,jian1,jiān,1
蛅,蛅,ran2,rán,1
籚,籚,lu2,lú,1
絚,絚,geng1,gēng,1
蛌,蛌,gu3,gǔ,1
蝡,蠕,ru2,rú,1
蛍,蛍,ying2,yíng,1
籖,签,qian1,qiān,1
丆,丆,xx5,xx,1
蝟,猬,wei4,wèi,1
蛐,蛐,qu5,qu,1
蝝,蝝,yuan2,yuán,1
籔,䉤,sou3,sǒu,1
蛑,蛑,mou2,móu,1
篧,篧,zhuo2,zhuó,1
蛓,蛓,ci4,cì,1
丅,丅,xia4,xià,1
籢,奁,lian2,lián,1
仔,仔,zi5,zi,1
篢,𬕂,gong1,gōng,1
蚨,蚨,fu2,fú,1
篛,篛,ruo4,ruò,1
篜,篜,zheng1,zhēng,1
蚘,蛔,hui2,huí,1
蚛,蚛,zhong4,zhòng,1
籹,籹,nu:3,nǚ,1
蚡,蚡,fen2,fén,1
蝻,蝻,nan3,nǎn,1
籸,籸,shen1,shēn,1
籵,籵,fan2,fán,1
一,一,yao1,yāo,1
籯,籯,ying2,yíng,1
蚦,蚦,ran2,rán,1
籭,籭,shai1,shāi,1
籣,籣,lan2,lán,1
衣,衣,yi5,yi,1
笆,笆,ba5,ba,1
籫,籫,zuan3,zuǎn,1
籪,簖,duan4,duàn,1
篟,篟,qian4,qiàn,1
籩,笾,bian1,biān,1
籧,籧,qu2,qú,1
籥,籥,yue4,yuè,1
篠,篠,xiao3,xiǎo,1
蚲,蚲,ping2,píng,1
蝱,虻,meng2,méng,1
蚳,蚳,chi2,chí,1
蛕,蛔,hui2,huí,1
蛘,蛘,yang2,yáng,1
粁,粁,qian1,qiān,1
蛚,蛚,lie4,liè,1
簰,簰,pai2,pái,1
簮,簪,zan1,zān,1
簬,簬,lu4,lù,1
簨,簨,sun3,sǔn,1
簦,簦,deng1,dēng,1
簀,箦,ze2,zé,1
簥,簥,jiao1,jiāo,1
簠,簠,fu3,fǔ,1
簁,簁,xi3,xǐ,1
簃,簃,yi2,yí,1
蝃,蝃,di4,dì,1
簟,簟,dian4,diàn,1
蜋,螂,lang2,láng,1
簆,簆,kou4,kòu,1
零,零,ling5,ling,1
簋,簋,gui3,guǐ,1
蜺,霓,ni2,ní,1
蜖,蛔,hui2,huí,1
簝,簝,liao2,liáo,1
簜,簜,dang4,dàng,1
簗,簗,zhu4,zhù,1
簒,篡,cuan4,cuàn,1
簏,簏,lu4,lù,1
蜛,蜛,ju1,jū,1
蜞,蜞,qi2,qí,1
簑,蓑,suo1,suō,1
蜯,蜯,bang4,bàng,1
蝋,蝋,la4,là,1
篹,纂,zuan3,zuǎn,1
蜇,蜇,zhe1,zhē,1
篰,篰,bu4,bù,1
籓,籓,fan1,fān,1
籒,籒,zhou4,zhòu,1
籑,馔,zhuan4,zhuàn,1
蛛,蛛,zhu5,zhu,1
籑,籑,zhuan4,zhuàn,1
蝘,蝘,yan3,yǎn,1
篭,篭,long2,lóng,1
籐,藤,teng2,téng,1
蛡,蛡,yi4,yì,1
籊,籊,ti4,tì,1
籅,𥫣,yu2,yú,1
